Scenario - visual LTP Rap V4.0 HVB (based on combined block 1+2 from old 45 135 degree pilot)
Logfile written - 04/01/2016 15:09:30

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

07_S0331_v0	1	Response	128	-4209	5624	4
07_S0331_v0	3	Picture	full1n	5999	0	2	4667	3	0	4620	other	0
07_S0331_v0	4	Picture	full0n	17470	0	198	2696	199	0	2620	other	0
07_S0331_v0	5	Picture	full0i	29333	0	2	4333	4	0	4290	other	0
07_S0331_v0	6	Picture	blue0n	42134	0	201	2699	203	0	2620	false_alarm	6
07_S0331_v0	6	Response	10	46669	4535	3
07_S0331_v0	7	Picture	full1i	54135	0	200	4032	201	0	3950	other	0
07_S0331_v0	8	Picture	full1n	65167	0	1	2500	2	0	2450	other	0
07_S0331_v0	9	Picture	full0i	76500	0	2	4834	3	0	4790	other	0
07_S0331_v0	10	Picture	full1i	87334	0	1	2500	2	0	2450	other	0
07_S0331_v0	11	Picture	full0n	99501	0	1	2833	2	0	2790	other	0
07_S0331_v0	12	Picture	full1n	113001	0	1	4667	2	0	4620	other	0
07_S0331_v0	13	Picture	full1i	125168	0	1	4833	3	0	4790	other	0
07_S0331_v0	14	Picture	full1n	136001	0	2	4167	3	0	4120	other	0
07_S0331_v0	15	Picture	full1i	148835	0	1	4667	2	0	4620	other	0
07_S0331_v0	16	Picture	full0i	162002	0	1	4000	2	0	3950	other	0
07_S0331_v0	17	Picture	blue0n	174669	0	1	3000	2	0	2950	false_alarm	18
07_S0331_v0	17	Response	10	179069	4400	2
07_S0331_v0	18	Picture	full0i	186835	0	2	4334	4	0	4290	other	0
07_S0331_v0	19	Picture	full0n	197669	0	2	4167	3	0	4120	other	0
07_S0331_v0	20	Picture	full1n	210336	0	1	3166	3	0	3120	other	0
07_S0331_v0	21	Picture	full0i	221336	0	1	3833	3	0	3790	other	0
07_S0331_v0	22	Picture	full0n	234169	0	2	4167	4	0	4120	other	0
07_S0331_v0	23	Picture	full1i	245669	0	2	2500	4	0	2450	other	0
07_S0331_v0	24	Picture	full1n	257503	0	2	4167	3	0	4120	other	0
07_S0331_v0	25	Picture	full0i	268337	0	1	3000	2	0	2950	other	0
07_S0331_v0	26	Picture	full0n	281003	0	2	2834	3	0	2790	other	0
07_S0331_v0	27	Picture	full0i	292837	0	1	3167	2	0	3120	other	0
07_S0331_v0	28	Picture	full1i	304337	0	2	4834	3	0	4790	other	0
07_S0331_v0	29	Picture	blue1n	315671	0	1	4166	3	0	4120	other	0
07_S0331_v0	30	Picture	full0n	327171	0	1	5000	2	0	4950	other	0
07_S0331_v0	31	Picture	full1i	339338	0	1	4500	2	0	4450	other	0
07_S0331_v0	32	Picture	full1n	350671	0	2	4500	4	0	4450	other	0
07_S0331_v0	33	Picture	full1i	362005	0	1	4166	3	0	4120	other	0
07_S0331_v0	34	Picture	full1n	375505	0	1	4500	2	0	4450	other	0
07_S0331_v0	35	Picture	full0i	388339	0	1	2499	3	0	2450	other	0
07_S0331_v0	36	Picture	full0n	399672	0	1	4000	2	0	3950	other	0
07_S0331_v0	37	Picture	full0i	412339	0	1	4833	3	0	4790	other	0
07_S0331_v0	38	Picture	full1i	423839	0	1	2833	3	0	2790	other	0
07_S0331_v0	39	Picture	full1n	437006	0	1	4333	3	0	4290	other	0
07_S0331_v0	40	Picture	full1i	449173	0	1	3333	2	0	3290	other	0
07_S0331_v0	41	Picture	full1n	461506	0	2	5000	4	0	4950	other	0
07_S0331_v0	42	Picture	full0n	473840	0	1	3167	2	0	3120	other	0
07_S0331_v0	43	Picture	full0i	485340	0	1	4000	2	0	3950	other	0
07_S0331_v0	44	Picture	full0n	498840	0	2	4000	3	0	3950	other	0
07_S0331_v0	45	Picture	blue1i	512340	0	2	4834	3	0	4790	false_alarm	47
07_S0331_v0	45	Response	10	518369	6029	3
07_S0331_v0	46	Picture	full0i	524174	0	1	3000	2	0	2950	other	0
07_S0331_v0	47	Picture	full1n	537007	0	2	3167	3	0	3120	other	0
07_S0331_v0	48	Picture	full1i	550174	0	2	3334	3	0	3290	other	0
07_S0331_v0	49	Picture	full0n	562841	0	1	2833	3	0	2790	other	0
07_S0331_v0	50	Picture	blue1n	574175	0	1	4166	3	0	4120	false_alarm	53
07_S0331_v0	50	Response	10	580169	5994	3
07_S0331_v0	51	Picture	full1i	585175	0	1	3666	3	0	3620	other	0
07_S0331_v0	52	Picture	blue0i	596008	0	2	3834	3	0	3790	false_alarm	56
07_S0331_v0	52	Response	10	603069	7061	3
