Scenario - visual LTP Rap V4.0 HVB (based on combined block 1+2 from old 45 135 degree pilot)
Logfile written - 04/12/2016 15:11:25

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

09_S0320_v0	1	Response	128	-875	8958	2
09_S0320_v0	3	Picture	full1n	9499	0	1	4667	2	0	4620	other	0
09_S0320_v0	4	Picture	full0n	20999	0	1	2666	3	0	2620	other	0
09_S0320_v0	5	Picture	full0i	32832	0	1	4290	212	0	4290	other	0
09_S0320_v0	6	Picture	blue0n	45665	0	1	2620	215	0	2620	false_alarm	6
09_S0320_v0	6	Response	10	49584	3919	2
09_S0320_v0	7	Picture	full1i	57831	0	2	4000	4	0	3950	other	0
09_S0320_v0	8	Picture	full1n	68831	0	1	2450	219	0	2450	other	0
09_S0320_v0	9	Picture	full0i	80164	0	2	4790	213	0	4790	other	0
09_S0320_v0	10	Picture	full1i	90998	0	1	2499	3	0	2450	other	0
09_S0320_v0	11	Picture	full0n	103164	0	1	2790	212	0	2790	other	0
09_S0320_v0	12	Picture	full1n	116664	0	1	4620	215	0	4620	other	0
09_S0320_v0	13	Picture	full1i	128830	0	1	4790	212	0	4790	other	0
09_S0320_v0	14	Picture	full1n	139663	0	2	4167	3	0	4120	other	0
09_S0320_v0	15	Picture	full1i	152496	0	2	4620	217	0	4620	other	0
09_S0320_v0	16	Picture	full0i	165663	0	1	3950	219	0	3950	other	0
09_S0320_v0	17	Picture	blue0n	178329	0	2	2950	220	0	2950	false_alarm	18
09_S0320_v0	17	Response	10	182394	4065	1
09_S0320_v0	18	Picture	full0i	190496	0	1	4290	212	0	4290	other	0
09_S0320_v0	19	Picture	full0n	201329	0	1	4120	215	0	4120	other	0
09_S0320_v0	20	Picture	full1n	213995	0	2	3120	217	0	3120	other	0
09_S0320_v0	21	Picture	full0i	224995	0	1	3790	212	0	3790	other	0
09_S0320_v0	22	Picture	full0n	237828	0	2	4120	217	0	4120	other	0
09_S0320_v0	23	Picture	full1i	249328	0	1	2450	219	0	2450	other	0
09_S0320_v0	24	Picture	full1n	261161	0	1	4120	216	0	4120	other	0
09_S0320_v0	25	Picture	full0i	271994	0	2	2950	220	0	2950	other	0
09_S0320_v0	26	Picture	full0n	284661	0	1	2790	212	0	2790	other	0
09_S0320_v0	27	Picture	full0i	296494	0	1	3120	215	0	3120	other	0
09_S0320_v0	28	Picture	full1i	307994	0	1	4790	212	0	4790	other	0
09_S0320_v0	29	Picture	blue1n	319327	0	1	4120	215	0	4120	false_alarm	31
09_S0320_v0	29	Response	10	324132	4805	3
09_S0320_v0	30	Picture	full0n	330826	0	2	4950	220	0	4950	other	0
09_S0320_v0	31	Picture	full1i	342993	0	1	4450	219	0	4450	other	0
09_S0320_v0	32	Picture	full1n	354326	0	1	4450	219	0	4450	other	0
09_S0320_v0	33	Picture	full1i	365659	0	2	4120	217	0	4120	other	0
09_S0320_v0	34	Picture	full1n	379159	0	1	4500	2	0	4450	other	0
09_S0320_v0	35	Picture	full0i	391992	0	1	2450	52	0	2450	other	0
09_S0320_v0	36	Picture	full0n	403325	0	2	3950	220	0	3950	other	0
09_S0320_v0	37	Picture	full0i	415992	0	1	4790	212	0	4790	other	0
