Scenario - visual LTP Rap V4.0 HVB (based on combined block 1+2 from old 45 135 degree pilot)
Logfile written - 04/21/2015 16:54:40

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur

02_0300	1	Response	128	-3115	6718	1
02_0300	3	Picture	full1n	7333	0	1	4667	2	0	4620
02_0300	4	Picture	full0n	18803	0	198	2697	199	0	2620
02_0300	5	Picture	full0i	30667	0	1	4333	2	0	4290
02_0300	6	Picture	blue0n	43467	0	201	2700	202	0	2620
02_0300	6	Response	10	49171	5704	1
02_0300	7	Picture	full1i	55467	0	202	4034	203	0	3950
02_0300	8	Picture	full1n	66501	0	1	2500	2	0	2450
02_0300	9	Picture	full0i	77835	0	1	4833	2	0	4790
02_0300	10	Picture	full1i	88668	0	1	2500	2	0	2450
02_0300	11	Picture	full0n	100835	0	1	2834	2	0	2790
02_0300	12	Picture	full1n	114336	0	1	4666	2	0	4620
02_0300	13	Picture	full1i	126502	0	2	4834	3	0	4790
02_0300	14	Picture	full1n	137336	0	1	4167	2	0	4120
02_0300	15	Picture	full1i	150170	0	1	4666	2	0	4620
02_0300	16	Picture	full0i	163337	0	1	4000	2	0	3950
02_0300	17	Picture	blue0n	176004	0	1	3000	2	0	2950
02_0300	17	Response	10	182569	6565	1
02_0300	18	Picture	full0i	188170	0	2	4334	3	0	4290
02_0300	19	Picture	full0n	199004	0	1	4167	2	0	4120
02_0300	20	Picture	full1n	211671	0	1	3167	2	0	3120
02_0300	21	Picture	full0i	222671	0	1	3834	2	0	3790
02_0300	22	Picture	full0n	235505	0	1	4167	2	0	4120
02_0300	23	Picture	full1i	247005	0	1	2500	2	0	2450
02_0300	24	Picture	full1n	258839	0	1	4166	3	0	4120
02_0300	25	Picture	full0i	269672	0	1	3000	2	0	2950
02_0300	26	Picture	full0n	282339	0	1	2834	2	0	2790
02_0300	27	Picture	full0i	294173	0	1	3167	2	0	3120
02_0300	28	Picture	full1i	305673	0	1	4833	3	0	4790
02_0300	29	Picture	blue1n	317007	0	1	4166	2	0	4120
02_0300	29	Response	10	323867	6860	2
02_0300	30	Picture	full0n	328507	0	1	5000	2	0	4950
02_0300	31	Picture	full1i	340674	0	1	4500	2	0	4450
02_0300	32	Picture	full1n	352007	0	2	4501	3	0	4450
02_0300	33	Picture	full1i	363341	0	1	4167	2	0	4120
02_0300	34	Picture	full1n	376841	0	1	4500	2	0	4450
02_0300	35	Picture	full0i	389675	0	1	2500	2	0	2450
