Scenario - visual LTP Rap V4.0 HVB (based on combined block 1+2 from old 45 135 degree pilot)
Logfile written - 05/20/2016 13:36:38

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur

	1	Response	128	3676	3520	1
	3	Picture	full1n	14014	0	1	4674	2	0	4620
	4	Picture	full0n	25484	0	218	2721	219	0	2620
	5	Picture	full0i	37387	0	2	4341	3	0	4290
	6	Picture	blue0n	50187	0	224	2727	225	0	2620
	6	Response	10	56450	6263	2
	7	Picture	full1i	62264	0	1	4007	2	0	3950
	8	Picture	full1n	73283	0	1	2504	2	0	2450
	9	Picture	full0i	84636	0	1	4841	2	0	4790
	10	Picture	full1i	95321	0	1	2504	2	0	2450
	11	Picture	full0n	107342	0	1	2838	2	0	2790
	12	Picture	full1n	120698	0	1	4675	2	0	4620
	13	Picture	full1i	132719	0	1	4841	3	0	4790
	14	Picture	full1n	143404	0	1	4174	2	0	4120
	15	Picture	full1i	156259	0	2	4675	3	0	4620
	16	Picture	full0i	169449	0	1	4007	2	0	3950
	17	Picture	blue0n	182138	0	1	3005	2	0	2950
	17	Response	10	187649	5511	2
	18	Picture	full0i	194158	0	1	4341	2	0	4290
	19	Picture	full0n	204843	0	2	4174	3	0	4120
	20	Picture	full1n	217532	0	1	3172	2	0	3120
	21	Picture	full0i	228551	0	1	3840	2	0	3790
	22	Picture	full0n	241407	0	1	4173	3	0	4120
	23	Picture	full1i	252926	0	2	2505	3	0	2450
	24	Picture	full1n	264780	0	1	4174	2	0	4120
	25	Picture	full0i	275465	0	2	3006	3	0	2950
	26	Picture	full0n	288154	0	1	2838	2	0	2790
	27	Picture	full0i	300008	0	1	3172	2	0	3120
	28	Picture	full1i	311528	0	1	4841	2	0	4790
	29	Picture	blue1n	322881	0	1	4174	2	0	4120
	29	Response	10	327849	4968	1
	30	Picture	full0n	334401	0	1	5008	2	0	4950
	31	Picture	full1i	346421	0	1	4508	2	0	4450
	32	Picture	full1n	357774	0	1	4508	2	0	4450
	33	Picture	full1i	369127	0	1	4174	2	0	4120
	34	Picture	full1n	382484	0	1	4507	3	0	4450
	35	Picture	full0i	395339	0	1	2505	2	0	2450
	36	Picture	full0n	406692	0	1	4007	2	0	3950
