Scenario - visual LTP Rap V4.0 HVB (based on combined block 1+2 from old 45 135 degree pilot)
Logfile written - 10/29/2015 15:34:57

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur

04_S0316_v0	1	Response	128	2528	12488	2
04_S0316_v0	3	Picture	full1n	12999	0	2	4620	50	0	4620
04_S0316_v0	4	Picture	full0n	24666	0	1	2620	49	0	2620
04_S0316_v0	5	Picture	full0i	36499	0	2	4290	47	0	4290
04_S0316_v0	6	Picture	blue0n	49499	0	2	2620	50	0	2620
04_S0316_v0	6	Response	10	53909	4410	1
04_S0316_v0	7	Picture	full1i	61666	0	1	3950	52	0	3950
04_S0316_v0	8	Picture	full1n	72833	0	1	2450	52	0	2450
04_S0316_v0	9	Picture	full0i	84166	0	1	4790	46	0	4790
04_S0316_v0	10	Picture	full1i	94999	0	1	2450	53	0	2450
04_S0316_v0	11	Picture	full0n	107166	0	1	2790	46	0	2790
04_S0316_v0	12	Picture	full1n	120666	0	1	4620	49	0	4620
04_S0316_v0	13	Picture	full1i	132833	0	1	4790	45	0	4790
04_S0316_v0	14	Picture	full1n	143666	0	1	4120	49	0	4120
04_S0316_v0	15	Picture	full1i	156666	0	1	4620	49	0	4620
04_S0316_v0	16	Picture	full0i	169999	0	1	3950	53	0	3950
04_S0316_v0	17	Picture	blue0n	182666	0	1	2950	52	0	2950
04_S0316_v0	17	Response	10	186808	4142	1
04_S0316_v0	18	Picture	full0i	194833	0	1	4290	45	0	4290
04_S0316_v0	19	Picture	full0n	205666	0	1	4120	49	0	4120
04_S0316_v0	20	Picture	full1n	218333	0	1	3120	48	0	3120
04_S0316_v0	21	Picture	full0i	229499	0	1	3790	46	0	3790
04_S0316_v0	22	Picture	full0n	242499	0	1	4120	49	0	4120
04_S0316_v0	23	Picture	full1i	254166	0	1	2450	52	0	2450
04_S0316_v0	24	Picture	full1n	265999	0	1	4120	49	0	4120
04_S0316_v0	25	Picture	full0i	276833	0	1	2950	52	0	2950
04_S0316_v0	26	Picture	full0n	289499	0	1	2790	46	0	2790
04_S0316_v0	27	Picture	full0i	301333	0	1	3120	48	0	3120
04_S0316_v0	28	Picture	full1i	312999	0	1	4790	46	0	4790
04_S0316_v0	29	Picture	blue1n	324333	0	1	4120	48	0	4120
04_S0316_v0	29	Response	10	328207	3874	1
04_S0316_v0	30	Picture	full0n	335999	0	1	4950	52	0	4950
04_S0316_v0	31	Picture	full1i	348166	0	1	4450	52	0	4450
04_S0316_v0	32	Picture	full1n	359499	0	1	4450	52	0	4450
04_S0316_v0	33	Picture	full1i	370833	0	1	4120	48	0	4120
04_S0316_v0	34	Picture	full1n	384333	0	1	4450	52	0	4450
04_S0316_v0	35	Picture	full0i	397333	0	1	2450	52	0	2450
04_S0316_v0	36	Picture	full0n	408666	0	1	3950	52	0	3950
04_S0316_v0	37	Picture	full0i	421333	0	1	4790	45	0	4790
04_S0316_v0	38	Picture	full1i	432999	0	1	2790	46	0	2790
04_S0316_v0	39	Picture	full1n	446332	0	1	4290	46	0	4290
04_S0316_v0	40	Picture	full1i	458499	0	1	3290	46	0	3290
04_S0316_v0	41	Picture	full1n	470999	0	1	4950	52	0	4950
04_S0316_v0	42	Picture	full0n	483499	0	1	3120	49	0	3120
04_S0316_v0	43	Picture	full0i	495166	0	1	3950	52	0	3950
04_S0316_v0	44	Picture	full0n	508666	0	1	3950	52	0	3950
04_S0316_v0	45	Picture	blue1i	522166	0	1	4790	45	0	4790
04_S0316_v0	45	Response	10	526406	4240	1
04_S0316_v0	46	Picture	full0i	533999	0	1	2950	52	0	2950
04_S0316_v0	47	Picture	full1n	546999	0	1	3120	49	0	3120
04_S0316_v0	48	Picture	full1i	560332	0	1	3290	46	0	3290
04_S0316_v0	49	Picture	full0n	572999	0	1	2790	46	0	2790
04_S0316_v0	50	Picture	blue1n	584332	0	2	4120	50	0	4120
04_S0316_v0	50	Response	10	589305	4973	1
04_S0316_v0	51	Picture	full1i	595499	0	1	3620	49	0	3620
04_S0316_v0	52	Picture	blue0i	606332	0	2	3790	47	0	3790
04_S0316_v0	52	Response	10	611705	5373	1
04_S0316_v0	53	Picture	full1n	617499	0	1	2950	52	0	2950
