Scenario - visual LTP Rap V4.0 HVA (based on combined block 1+2 from old 45 135 degree pilot)
Logfile written - 01/06/2016 12:34:28

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur

03_S0320_v0	1	Response	128	7446	7290	1
03_S0320_v0	3	Picture	full1n	17687	0	1	3172	2	0	3120
03_S0320_v0	4	Picture	full1i	28706	0	1	2838	2	0	2790
03_S0320_v0	5	Picture	full1n	41895	0	1	4508	2	0	4450
03_S0320_v0	6	Picture	full0n	55085	0	1	3506	2	0	3450
03_S0320_v0	7	Picture	full1i	65770	0	1	4841	2	0	4790
03_S0320_v0	8	Picture	full1n	77790	0	2	4341	3	0	4290
03_S0320_v0	9	Picture	full0i	89790	0	189	3527	190	0	3450
03_S0320_v0	10	Picture	full0n	102166	0	1	4174	2	0	4120
03_S0320_v0	11	Picture	blue0i	113636	0	218	3055	219	0	2950
03_S0320_v0	11	Response	10	118135	4499	1
03_S0320_v0	12	Picture	full1i	125707	0	1	3840	2	0	3790
03_S0320_v0	13	Picture	full0n	138562	0	1	5009	2	0	4950
03_S0320_v0	14	Picture	full0i	151251	0	1	4174	2	0	4120
03_S0320_v0	15	Picture	full1n	164607	0	1	4174	2	0	4120
03_S0320_v0	16	Picture	full1i	177296	0	1	3673	2	0	3620
03_S0320_v0	17	Picture	full1n	188649	0	1	4507	2	0	4450
03_S0320_v0	18	Picture	blue1i	200649	0	189	3360	190	0	3290
03_S0320_v0	18	Response	10	204835	4186	1
03_S0320_v0	19	Picture	full1n	212690	0	1	4341	2	0	4290
03_S0320_v0	20	Picture	full0n	224711	0	1	4675	2	0	4620
03_S0320_v0	21	Picture	full1i	236565	0	1	2504	2	0	2450
03_S0320_v0	22	Picture	full0i	248919	0	1	3006	2	0	2950
03_S0320_v0	23	Picture	full0n	262276	0	1	5008	2	0	4950
03_S0320_v0	24	Picture	full0i	275632	0	1	4508	2	0	4450
03_S0320_v0	25	Picture	full0n	288488	0	1	3005	2	0	2950
03_S0320_v0	26	Picture	full1n	301176	0	1	3339	2	0	3290
03_S0320_v0	27	Picture	blue1i	313030	0	1	3172	2	0	3120
03_S0320_v0	27	Response	10	318034	5004	1
03_S0320_v0	28	Picture	full0i	325719	0	1	3840	2	0	3790
03_S0320_v0	29	Picture	full0n	338073	0	1	5009	2	0	4950
03_S0320_v0	30	Picture	full0i	349927	0	1	2505	2	0	2450
03_S0320_v0	31	Picture	full1n	361280	0	1	4341	2	0	4290
03_S0320_v0	32	Picture	full1i	373301	0	1	2838	2	0	2790
03_S0320_v0	33	Picture	full0n	384821	0	1	2838	2	0	2790
03_S0320_v0	34	Picture	full1n	395506	0	1	4174	2	0	4120
03_S0320_v0	35	Picture	full1i	407527	0	1	3673	2	0	3620
03_S0320_v0	36	Picture	full1n	420382	0	1	3673	2	0	3620
03_S0320_v0	37	Picture	full0i	432403	0	1	5009	2	0	4950
03_S0320_v0	38	Picture	blue1i	443756	0	1	2838	2	0	2790
03_S0320_v0	38	Response	10	448733	4977	1
03_S0320_v0	39	Picture	full1n	454775	0	1	3005	2	0	2950
03_S0320_v0	40	Picture	full0n	467464	0	1	2838	2	0	2790
03_S0320_v0	41	Picture	full0i	478483	0	1	4007	2	0	3950
03_S0320_v0	42	Picture	full0n	490503	0	1	3673	2	0	3620
03_S0320_v0	43	Picture	full0i	503359	0	1	2838	2	0	2790
03_S0320_v0	44	Picture	full0n	516548	0	1	4341	2	0	4290
03_S0320_v0	45	Picture	full1i	529738	0	1	3673	2	0	3620
03_S0320_v0	46	Picture	full0i	542426	0	1	3673	2	0	3620
03_S0320_v0	47	Picture	full1n	553111	0	2	4508	3	0	4450
03_S0320_v0	48	Picture	full0n	565132	0	1	3172	2	0	3120
03_S0320_v0	49	Picture	full1i	576652	0	1	3005	2	0	2950
03_S0320_v0	50	Picture	blue0i	588506	0	1	3172	2	0	3120
03_S0320_v0	50	Response	10	592432	3926	1
03_S0320_v0	51	Picture	full0n	600026	0	1	3840	2	0	3790
03_S0320_v0	52	Picture	full0i	612381	0	1	3005	2	0	2950
03_S0320_v0	53	Picture	full0n	623900	0	2	4842	3	0	4790
03_S0320_v0	54	Picture	full1n	637090	0	1	2504	2	0	2450
03_S0320_v0	55	Picture	full1i	647775	0	1	3005	2	0	2950
03_S0320_v0	56	Picture	full0i	661131	0	2	3006	3	0	2950
03_S0320_v0	57	Picture	full0n	672484	0	1	3673	2	0	3620
03_S0320_v0	58	Picture	full1n	685674	0	1	3339	2	0	3290
03_S0320_v0	59	Picture	full1i	697695	0	1	4507	2	0	4450
03_S0320_v0	60	Picture	blue1n	709548	0	2	4174	3	0	4120
03_S0320_v0	60	Response	10	713531	3983	2
03_S0320_v0	61	Picture	full0i	721903	0	1	2671	2	0	2620
03_S0320_v0	62	Picture	full0n	734592	0	1	4674	2	0	4620
03_S0320_v0	63	Picture	full0i	746612	0	1	2672	2	0	2620
03_S0320_v0	64	Picture	full1i	759468	0	1	4675	2	0	4620
03_S0320_v0	65	Picture	full0n	770988	0	1	2838	2	0	2790
03_S0320_v0	66	Picture	full1n	783009	0	1	4007	2	0	3950
03_S0320_v0	67	Picture	full1i	795864	0	1	3506	2	0	3450
03_S0320_v0	68	Picture	full1n	808219	0	1	4007	2	0	3950
03_S0320_v0	69	Picture	full0i	820240	0	1	4507	2	0	4450
03_S0320_v0	70	Picture	blue0n	832240	0	188	2525	189	0	2450
03_S0320_v0	70	Response	10	836331	4091	1
03_S0320_v0	71	Picture	full0i	844281	0	1	4174	2	0	4120
03_S0320_v0	72	Picture	full0n	854966	0	1	4842	2	0	4790
03_S0320_v0	73	Picture	full0i	865985	0	1	2505	2	0	2450
03_S0320_v0	74	Picture	full0n	878841	0	1	4841	3	0	4790
03_S0320_v0	75	Picture	full0i	891529	0	1	3339	3	0	3290
03_S0320_v0	76	Picture	full1i	904886	0	1	3506	2	0	3450
03_S0320_v0	77	Picture	full1n	917574	0	1	3840	2	0	3790
03_S0320_v0	78	Picture	full0n	930430	0	1	4508	2	0	4450
03_S0320_v0	79	Picture	full0i	942451	0	1	2504	2	0	2450
03_S0320_v0	80	Picture	full1i	953136	0	1	4174	2	0	4120
03_S0320_v0	81	Picture	blue0n	965991	0	1	4675	2	0	4620
03_S0320_v0	81	Response	10	971240	5249	1
03_S0320_v0	82	Picture	full1n	977010	0	1	2505	2	0	2450
03_S0320_v0	83	Picture	full1i	989365	0	1	3506	2	0	3450
03_S0320_v0	84	Picture	full1n	1000384	0	1	3172	2	0	3120
03_S0320_v0	85	Picture	full1i	1013574	0	1	3005	2	0	2950
03_S0320_v0	86	Picture	full0i	1025093	0	2	3340	3	0	3290
03_S0320_v0	87	Picture	full0n	1036613	0	1	3006	2	0	2950
03_S0320_v0	88	Picture	full1n	1048968	0	1	3005	2	0	2950
03_S0320_v0	89	Picture	full1i	1060989	0	1	3673	2	0	3620
03_S0320_v0	90	Picture	full1n	1074178	0	1	4007	2	0	3950
03_S0320_v0	91	Picture	full1i	1085531	0	1	4842	2	0	4790
